,Date,Week_Day,Eat_Ross,Eat_Chandler,Eat_BT1,Eat_BT2,Eat_BT3,Eat_BT4,Eat_BT5,Eat_GR1,Eat_GR2,Eat_GR3,Eat_GR4,Eat_GR5,Eat_Total,SharkCount,AvgPiecesPerShark,Drop_Ross,Drop_Chandler,Drop_BT1,Drop_BT2,Drop_BT3,Drop_BT4,Drop_BT5,Drop_GR1,Drop_GR2,Drop_GR3,Drop_GR4,Drop_GR5,Drop_Total,AvgDropsPerShark,Target_Ross,Target_Chandler,Target_BT1,Target_BT2,Target_BT3,Target_BT4,Target_BT5,Target_GR1,Target_GR2,Target_GR3,Target_GR4,Target_GR5,Target_Total,AvgTargetsPerShark,Temperature,Temperature_Rounded,Saury,Blue Runner,Squid,Mackerel,Herring,Sardine,Mazuri Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle Eye,Humbolt Squid,BT/SB Location (1-6),GR Location (1-6),food_combo,,,,,,,
249,2/19/2019,Tuesday,1,1,6,5,5,1,2,2,4,0,1,1,29,12,2.416666667,0,0,0,1,0,1,0,0,0,0,0,0,2,0.166666667,1,2,10,18,10,16,3,0,5,3,2,8,78,6.5,73.8,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
250,2/21/2019,Thursday,0,3,3,2,2,7,3,2,0,0,3,3,28,12,2.333333333,0,0,0,2,0,2,0,0,0,0,0,0,4,0.333333333,2,7,7,4,3,10,9,2,2,2,1,0,49,4.083333333,72.8,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
251,2/23/2019,Saturday,,,,,,,,2,0,7,1,1,11,5,2.2,,,,,,,,0,0,0,0,0,0,0,,,,,,,,4,3,6,3,1,17,3.4,74,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
252,2/24/2019,Sunday,3,12,0,1,0,1,0,,,,,,17,7,2.428571429,0,0,0,0,0,2,1,,,,,,3,0.428571429,11,10,17,17,1,12,0,,,,,,68,9.714285714,73,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
253,2/26/2019,Tuesday,2,4,2,0,4,3,4,2,4,4,1,0,30,12,2.5,0,0,1,1,1,0,0,0,0,0,0,0,3,0.25,13,18,12,9,12,13,25,1,7,3,0,3,116,9.666666667,73.2,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
254,2/28/2019,Thursday,3,3,1,5,1,3,0,1,1,0,0,0,18,12,1.5,1,0,0,7,0,2,1,0,0,0,0,0,11,0.916666667,2,17,17,9,5,7,4,4,1,0,0,0,66,5.5,73.8,74,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,4,Mackerel_Mahi,,,,,,,
255,3/2/2019,Saturday,,,,,,,,3,0,2,0,1,6,5,1.2,,,,,,,,0,0,0,0,1,1,0.2,,,,,,,,1,0,0,0,6,7,1.4,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,4,Herring,,,,,,,
256,3/3/2019,Sunday,3,2,0,4,0,1,2,,,,,,12,7,1.714285714,0,2,1,3,0,1,0,,,,,,7,1,9,12,15,18,4,19,0,,,,,,77,11,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
257,3/5/2019,Tuesday,1,6,3,2,3,1,1,2,4,3,0,1,27,12,2.25,0,0,0,0,1,0,0,0,0,1,0,0,2,0.166666667,3,3,11,8,9,6,11,0,3,2,1,2,59,4.916666667,73.4,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,Saury,,,,,,,
258,3/7/2019,Thursday,0,0,6,1,1,7,0,3,2,0,1,0,21,12,1.75,0,0,2,0,1,1,0,0,0,0,0,0,4,0.333333333,2,0,35,14,4,13,0,2,0,3,3,1,77,6.416666667,74,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,3,Blue Runner_Squid,,,,,,,
259,3/9/2019,Saturday,,,,,,,,1,1,5,5,1,13,5,2.6,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,2,9,7,5,25,5,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
260,3/10/2019,Sunday,3,6,0,6,0,2,2,,,,,,19,7,2.714285714,0,1,0,1,0,0,1,,,,,,3,0.428571429,14,19,13,7,4,19,4,,,,,,80,11.42857143,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
261,3/12/2019,Tuesday,2,4,2,4,2,2,4,2,1,3,1,0,27,12,2.25,0,0,0,0,0,0,1,0,0,0,0,0,1,0.083333333,12,16,8,16,8,16,15,4,2,6,1,0,104,8.666666667,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
262,3/14/2019,Thursday,2,0,6,8,7,0,6,0,1,5,1,0,36,12,3,0,0,0,1,1,0,2,0,0,1,0,0,5,0.416666667,20,1,14,15,10,8,12,4,3,2,0,2,91,7.583333333,73.4,73,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,4,Blue Runner_Squid_Salmon,,,,,,,
263,3/16/2019,Saturday,2,0,,,,,,1,0,3,3,0,9,7,1.285714286,0,0,,,,,,0,0,1,1,0,2,0.285714286,5,1,,,,,,6,5,7,7,2,33,4.714285714,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,Herring,,,,,,,
264,3/17/2019,Sunday,9,4,0,1,3,1,3,,,,,,21,7,3,0,1,1,0,2,1,0,,,,,,5,0.714285714,13,10,8,6,10,7,5,,,,,,59,8.428571429,74.2,74,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,
265,3/19/2019,Tuesday,3,8,0,1,1,3,3,0,2,4,1,1,27,12,2.25,0,0,0,1,0,0,1,0,0,0,0,0,2,0.166666667,16,10,8,11,13,13,15,1,0,6,1,0,94,7.833333333,73.8,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
266,3/21/2019,Thursday,0,2,1,2,1,1,0,4,0,6,2,1,20,12,1.666666667,0,2,0,5,3,4,0,1,0,0,0,1,16,1.333333333,3,18,15,9,9,4,9,3,6,4,6,4,90,7.5,73.4,73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,Blue Runner,,,,,,,
267,3/23/2019,Saturday,,,,,,,,4,1,3,6,0,14,5,2.8,,,,,,,,1,0,1,0,0,2,0.4,,,,,,,,6,4,20,8,6,44,8.8,73.6,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
268,3/24/2019,Sunday,6,4,2,3,1,3,2,,,,,,21,7,3,0,0,2,1,1,0,0,,,,,,4,0.571428571,10,13,12,3,12,6,2,,,,,,58,8.285714286,73.4,73,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
269,3/26/2019,Tuesday,2,3,2,3,2,1,1,2,1,2,0,0,19,12,1.583333333,0,0,0,1,0,1,0,0,1,0,0,0,3,0.25,9,12,8,7,2,5,9,1,4,2,2,1,62,5.166666667,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,Saury,,,,,,,
270,3/28/2019,Thursday,5,0,3,2,5,1,2,2,2,1,3,4,30,12,2.5,0,1,1,1,1,3,0,0,1,1,0,0,9,0.75,12,14,7,11,3,7,1,2,3,6,3,1,70,5.833333333,73.6,74,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,3,Blue Runner_Squid_Mahi,,,,,,,
271,3/30/2019,Saturday,,,,,,,,3,1,4,3,2,13,5,2.6,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,3,6,3,2,8,22,4.4,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,Herring,,,,,,,
272,3/31/2019,Sunday,5,1,0,8,0,4,2,,,,,,20,7,2.857142857,0,1,0,1,3,0,0,,,,,,5,0.714285714,21,18,13,17,13,9,3,,,,,,94,13.42857143,73,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,Saury,,,,,,,
273,4/2/2019,Tuesday,1,4,2,5,1,3,1,0,0,0,0,0,17,12,1.416666667,0,0,0,1,0,0,1,0,0,0,0,0,2,0.166666667,10,2,5,10,3,12,2,0,0,1,0,2,47,3.916666667,73.4,73,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,4,Saury,,,,,,,
274,4/4/2019,Thursday,3,0,8,5,7,0,0,0,4,1,2,3,33,12,2.75,0,0,0,1,2,1,3,0,0,0,0,0,7,0.583333333,1,0,12,13,7,10,2,0,3,3,0,0,51,4.25,73.6,74,0,1,1,0,0,0,1,1,1,0,0,0,0,0,4,2,Blue Runner_Squid_Salmon,,,,,,,
275,4/6/2019,Saturday,,,,,,,,1,1,6,2,3,13,5,2.6,,,,,,,,1,0,0,0,0,1,0.2,,,,,,,,6,8,18,12,4,48,9.6,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
276,4/7/2019,Sunday,11,1,0,5,4,1,1,,,,,,23,7,3.285714286,0,0,0,3,3,0,1,,,,,,7,1,24,12,16,10,11,6,6,,,,,,85,12.14285714,73.8,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,Mackerel,,,,,,,
277,4/9/2019,Tuesday,3,0,2,5,1,3,3,1,0,0,1,0,19,12,1.583333333,0,0,2,0,0,0,0,0,0,0,1,0,3,0.25,8,1,8,11,3,11,4,1,4,4,1,1,57,4.75,74.4,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,,Saury,,,,,,,
278,4/11/2019,Thursday,2,1,3,2,5,3,6,0,2,1,0,0,25,12,2.083333333,0,0,0,0,1,0,1,0,0,1,1,0,4,0.333333333,6,9,9,7,7,9,10,4,2,4,0,5,72,6,74.6,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
279,4/13/2019,Saturday,,,,,,,,2,4,4,5,2,17,5,3.4,,,,,,,,1,1,0,1,0,3,0.6,,,,,,,,11,5,11,5,1,33,6.6,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
280,4/14/2019,Sunday,12,6,1,1,0,0,5,,,,,,25,7,3.571428571,0,1,0,1,0,1,0,,,,,,3,0.428571429,19,19,11,5,3,5,8,,,,,,70,10,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
281,4/16/2019,Tuesday,1,2,4,3,2,3,1,1,3,0,1,1,22,12,1.833333333,0,1,0,1,0,0,0,0,1,1,0,0,4,0.333333333,13,3,9,10,4,5,1,3,1,4,3,1,57,4.75,73.6,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
282,4/18/2019,Thursday,7,5,0,0,1,0,4,1,1,4,2,3,28,12,2.333333333,0,0,0,0,0,0,2,0,0,1,0,0,3,0.25,20,13,8,1,6,4,5,3,1,7,3,1,72,6,73.4,73,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
283,4/20/2018,Friday,,,,,,,,0,4,3,7,2,16,5,3.2,,,,,,,,0,0,1,0,0,1,0.2,,,,,,,,0,1,5,0,5,11,2.2,73.8,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,Herring,,,,,,,
284,4/21/2019,Sunday,8,8,5,1,1,1,0,,,,,,24,7,3.428571429,0,0,0,1,1,0,0,,,,,,2,0.285714286,11,19,12,10,4,5,1,,,,,,62,8.857142857,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
285,4/23/2019,Tuesday,4,0,1,4,4,1,4,2,0,1,3,2,26,12,2.166666667,0,0,0,0,0,1,0,0,0,0,0,0,1,0.083333333,15,2,5,10,9,1,2,2,0,10,5,5,66,5.5,74.2,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
286,4/25/2019,Thursday,7,1,4,3,4,4,3,1,2,2,3,2,36,12,3,0,0,0,0,1,1,0,0,0,0,0,0,2,0.166666667,10,7,4,4,4,2,5,1,3,12,0,6,58,4.833333333,74.2,74,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Blue Runner,,,,,,,
287,4/27/2019,Saturday,,,,,,,,1,2,1,5,0,9,5,1.8,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,0,1,0,0,1,2,0.4,73.8,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
288,4/28/2019,Sunday,7,2,2,4,5,2,1,,,,,,23,7,3.285714286,0,0,2,0,0,0,1,,,,,,3,0.428571429,10,17,12,17,5,8,1,,,,,,70,10,74,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
289,4/30/2019,Tuesday,3,4,4,2,1,1,3,3,0,3,1,5,30,12,2.5,0,0,2,1,0,0,0,0,0,0,0,0,3,0.25,8,7,10,6,0,8,2,1,0,4,2,4,52,4.333333333,73.6,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
290,5/2/2019,Thursday,7,0,2,0,1,2,10,0,1,3,1,3,30,12,2.5,0,0,0,2,0,1,2,0,0,0,1,1,7,0.583333333,12,0,5,2,2,9,14,2,3,4,1,2,56,4.666666667,74,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
291,5/4/2019,Saturday,,,,,,,,3,4,1,1,1,10,5,2,,,,,,,,1,0,0,0,1,2,0.4,,,,,,,,6,9,8,1,8,32,6.4,73,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,Herring,,,,,,,
292,5/5/2019,Sunday,7,4,0,2,0,3,0,,,,,,16,7,2.285714286,0,0,2,6,0,0,4,,,,,,12,1.714285714,5,12,14,2,3,3,1,,,,,,40,5.714285714,74.2,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,,Mackerel,,,,,,,
293,5/7/2019,Tuesday,3,2,2,4,1,3,3,3,2,1,4,0,28,12,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,5,3,6,1,4,5,10,11,5,66,5.5,74,74,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
294,5/8/2019,Wednesday,6,5,1,5,7,2,11,2,1,2,0,2,44,12,3.666666667,0,0,0,1,0,0,1,0,1,2,0,1,6,0.5,14,6,13,3,8,10,12,4,0,9,1,6,86,7.166666667,73.8,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
295,5/11/2019,Saturday,,,,,,,,2,4,4,3,0,13,5,2.6,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,7,5,8,2,0,22,4.4,73.4,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
296,5/12/2019,Sunday,4,1,0,3,1,0,0,,,,,,9,7,1.285714286,0,0,2,1,0,0,4,,,,,,7,1,12,10,8,7,6,5,3,,,,,,51,7.285714286,74.2,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
297,5/14/2019,Tuesday,1,3,1,1,7,5,2,0,0,0,0,0,20,12,1.666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0.083333333,6,5,5,13,7,10,4,2,0,3,3,1,59,4.916666667,74,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,Saury,,,,,,,
298,5/16/2019,Thursday,10,0,2,4,3,1,4,1,1,8,3,1,38,12,3.166666667,0,0,0,0,0,0,2,0,0,1,1,0,4,0.333333333,11,3,5,2,10,6,9,1,1,6,2,1,57,4.75,74.2,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
299,5/18/2019,Saturday,,,,,,,,4,0,4,2,0,10,5,2,,,,,,,,0,0,1,0,0,1,0.2,,,,,,,,3,1,8,7,4,23,4.6,74.4,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
300,5/19/2019,Sunday,13,4,1,2,6,8,0,,,,,,34,7,4.857142857,1,0,3,2,3,0,0,,,,,,9,1.285714286,26,25,12,13,15,19,0,,,,,,110,15.71428571,73.6,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
301,5/21/2019,Tuesday,0,4,3,2,1,4,3,0,2,0,0,0,19,12,1.583333333,0,0,3,1,1,0,0,0,0,0,0,0,5,0.416666667,0,13,6,1,3,5,3,1,5,6,1,2,46,3.833333333,73.8,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
302,5/23/2019,Thursday,9,4,3,0,0,0,8,0,0,2,2,0,28,12,2.333333333,0,1,0,0,3,0,0,0,0,2,2,0,8,0.666666667,20,9,14,3,12,6,9,0,1,7,3,0,84,7,73.6,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
303,5/25/2019,Saturday,,,,,,,,0,1,5,3,3,12,5,2.4,,,,,,,,0,0,0,0,0,0,0,,,,,,,,2,3,7,2,10,24,4.8,73.8,74,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,4,Mackerel,,,,,,,
304,5/26/2019,Sunday,1,1,0,0,1,0,0,,,,,,3,7,0.428571429,0,0,2,3,0,0,0,,,,,,5,0.714285714,9,11,10,13,2,8,2,,,,,,55,7.857142857,73.8,74,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,,Mackerel,,,,,,,
305,5/28/2019,Tuesday,5,4,3,5,1,2,1,0,0,0,0,0,21,12,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,4,4,4,2,2,2,3,1,0,39,3.25,73.6,74,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
306,5/30/2019,Thursday,7,0,3,0,0,0,4,4,0,0,1,0,19,12,1.583333333,0,0,0,0,0,2,1,0,0,0,3,0,6,0.5,3,5,6,3,4,7,10,6,3,7,4,5,63,5.25,74.2,74,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,3,Blue Runner_Squid_Salmon,,,,,,,
307,6/1/2019,Saturday,,,,,,,,0,1,3,2,6,12,5,2.4,,,,,,,,0,2,1,0,0,3,0.6,,,,,,,,4,6,10,4,7,31,6.2,74.6,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
308,6/2/2019,Sunday,7,3,2,1,5,0,1,,,,,,19,7,2.714285714,0,0,1,1,1,0,0,,,,,,3,0.428571429,13,19,15,7,11,8,0,,,,,,73,10.42857143,74.6,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,,Mackerel,,,,,,,
309,6/4/2019,Tuesday,2,7,0,3,0,2,3,1,1,0,0,5,24,12,2,0,0,0,1,1,0,0,1,0,0,0,1,4,0.333333333,6,13,9,8,9,9,12,1,2,4,1,15,89,7.416666667,74.8,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,Saury,,,,,,,
310,6/6/2019,Thursday,8,2,0,4,5,5,4,0,2,2,1,0,33,12,2.75,1,0,0,0,0,0,1,0,0,2,0,0,4,0.333333333,14,14,5,4,2,6,7,1,0,5,1,2,61,5.083333333,74.4,74,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,Blue Runner_Squid,,,,,,,
311,6/8/2019,Saturday,,,,,,,,2,3,3,1,1,10,5,2,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,3,5,4,4,0,16,3.2,74.4,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
312,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,1,2,0,0,1,,,,,,4,0.571428571,23,3,16,16,22,10,8,,,,,,98,14,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
313,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,1,2,0,0,1,,,,,,4,0.571428571,23,3,16,16,22,10,8,,,,,,98,14,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
314,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,1,2,0,0,1,,,,,,4,0.571428571,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
315,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,1,2,0,0,1,,,,,,4,0.571428571,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
316,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,16,16,22,10,8,,,,,,98,14,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
317,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,16,16,22,10,8,,,,,,98,14,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
318,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
319,6/9/2019,Sunday,4,0,4,0,1,7,2,,,,,,18,7,2.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
320,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,1,2,0,0,1,,,,,,4,0.571428571,23,3,16,16,22,10,8,,,,,,98,14,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
321,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,1,2,0,0,1,,,,,,4,0.571428571,23,3,16,16,22,10,8,,,,,,98,14,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
322,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,1,2,0,0,1,,,,,,4,0.571428571,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
323,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,1,2,0,0,1,,,,,,4,0.571428571,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
324,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,16,16,22,10,8,,,,,,98,14,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
325,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,16,16,22,10,8,,,,,,98,14,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
326,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,Mackerel,,,,,,,
327,6/9/2019,Sunday,8,3,3,4,2,1,4,3,1,4,2,2,37,12,3.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,5,10,4,4,5,1,2,3,1,1,57,4.75,75.8,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,Saury,,,,,,,
328,6/11/2019,Tuesday,0,1,3,6,4,4,1,3,3,0,3,3,31,12,2.583333333,1,0,0,0,0,1,0,0,0,0,0,0,2,0.166666667,6,1,9,9,6,8,2,0,5,0,4,2,52,4.333333333,74.6,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
329,6/13/2019,Thursday,6,2,0,0,3,0,5,0,1,4,4,0,25,12,2.083333333,0,0,0,0,0,0,3,0,1,1,1,0,6,0.5,14,8,8,3,2,1,6,0,0,4,3,1,50,4.166666667,74.6,75,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2,Blue Runner_Squid_Mahi,,,,,,,
330,6/15/2019,Saturday,,,,,,,,2,0,4,1,5,12,5,2.4,,,,,,,,0,1,1,0,0,2,0.4,,,,,,,,2,5,5,3,8,23,4.6,75.6,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
331,6/16/2019,Sunday,3,1,8,3,7,4,5,,,,,,31,7,4.428571429,0,0,2,1,1,0,0,,,,,,4,0.571428571,25,24,15,8,14,23,8,,,,,,117,16.71428571,75,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,Mackerel,,,,,,,
332,6/18/2019,Tuesday,0,0,6,1,5,2,3,0,0,3,5,2,27,12,2.25,1,0,1,1,0,0,0,0,2,0,0,0,5,0.416666667,7,0,6,12,6,13,6,1,3,10,6,3,73,6.083333333,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,Saury,,,,,,,
333,6/20/2019,Thursday,3,5,0,0,0,3,7,1,1,1,1,2,24,12,2,0,1,1,2,0,0,2,0,1,1,1,0,9,0.75,10,19,22,6,11,7,7,1,3,0,1,5,92,7.666666667,75.2,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,4,1,Blue Runner_Squid,,,,,,,
334,6/22/2019,Saturday,,,,,,,,2,6,2,3,1,14,5,2.8,,,,,,,,0,1,0,0,0,1,0.2,,,,,,,,5,6,6,4,7,28,5.6,74.8,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
335,6/23/2019,Sunday,14,0,0,10,1,5,10,,,,,,40,7,5.714285714,1,0,2,0,0,0,2,,,,,,5,0.714285714,28,18,18,14,14,5,22,,,,,,119,17,74.2,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,,Mackerel,,,,,,,
336,6/25/2019,Tuesday,7,4,2,5,0,2,2,2,3,0,0,0,27,12,2.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0.083333333,15,10,5,7,5,9,11,1,1,6,3,6,79,6.583333333,74.8,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,Saury,,,,,,,
337,6/27/2019,Thursday,6,0,0,4,6,7,10,1,1,4,0,2,41,12,3.416666667,0,0,0,0,0,0,1,0,0,0,0,0,1,0.083333333,6,0,9,8,8,17,9,3,3,4,0,2,69,5.75,74.8,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,4,Blue Runner_Squid,,,,,,,
338,6/29/2019,Saturday,,,,,,,,1,5,0,5,3,14,5,2.8,,,,,,,,0,0,0,0,0,0,0,,,,,,,,1,8,3,12,5,29,5.8,75.2,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,3,Herring,,,,,,,
