,Date,Eat_Total,AvgPiecesPerShark,Drop_Total,AvgDropsPerShark,Target_Total,AvgTargetsPerShark,SharkCount,Temperature,Temperature_Rounded,Saury,Blue Runner,Squid,Mackerel,Herring,Sardine,Mazuri Vitamins,Garlic,Salmon,Bonito,Bluefish,Mahi,Goggle Eye,Humbolt Squid,food_combo
555,2020-07-21,36,3.0,4,0.333333333,46,3.833333333,12,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
556,2020-07-23,32,2.666666667,5,0.41666666700000005,63,5.25,12,76.2,76,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Blue Runner_Squid
557,2020-07-25,14,2.8,0,0.0,23,4.6,5,76.2,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
558,2020-07-26,25,3.571428571,1,0.14285714300000002,74,10.57142857,7,77.2,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
559,2020-07-28,37,3.083333333,3,0.25,55,4.583333333,12,77.0,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
560,2020-07-30,33,2.75,3,0.25,66,5.5,12,77.0,77,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Blue Runner_Squid_Mahi
561,2020-08-01,12,2.4,1,0.2,21,4.2,5,77.2,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
562,2020-08-02,18,2.5714285709999998,1,0.14285714300000002,33,4.714285714,7,77.0,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
563,2020-08-04,39,3.25,2,0.166666667,45,3.75,12,77.2,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
564,2020-08-06,33,2.75,6,0.5,54,4.5,12,76.8,77,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
565,2020-08-08,12,2.4,0,0.0,22,4.4,5,76.0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
566,2020-08-09,18,2.5714285709999998,1,0.14285714300000002,39,5.571428571,7,76.4,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
567,2020-08-11,40,3.333333333,1,0.083333333,60,5.0,12,76.6,77,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
568,2020-08-13,42,3.5,8,0.666666667,74,6.166666667,12,76.6,77,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
569,2020-08-15,14,2.8,4,0.8,18,3.6,5,75.4,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
570,2020-08-16,22,3.142857143,1,0.14285714300000002,34,4.8571428569999995,7,76.0,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Saury
571,2020-08-18,41,3.416666667,0,0.0,49,4.083333333,12,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
572,2020-08-20,40,3.333333333,6,0.5,81,6.75,12,74.6,75,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
573,2020-08-22,10,2.0,0,0.0,29,5.8,5,75.0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
574,2020-08-23,37,5.285714286,5,0.7142857140000001,54,7.714285714,7,76.0,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
575,2020-08-25,24,2.0,6,0.5,43,3.583333333,12,76.4,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
576,2020-08-27,31,2.583333333,4,0.333333333,87,7.25,12,76.6,77,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
577,2020-08-29,11,2.2,3,0.6,20,4.0,5,76.4,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
578,2020-08-30,16,2.285714286,5,0.7142857140000001,38,5.428571429,7,77.0,77,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
579,2020-09-01,31,2.583333333,8,0.666666667,77,6.416666667,12,76.6,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Saury
580,2020-09-03,44,3.666666667,5,0.41666666700000005,84,7.0,12,76.2,76,0,1,1,0,0,0,1,1,0,1,0,0,0,0,Blue Runner_Squid_Bonito
581,2020-09-05,11,2.2,2,0.4,15,3.0,5,76.0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
582,2020-09-06,30,4.285714286,1,0.14285714300000002,55,7.857142857,7,76.4,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
583,2020-09-08,30,2.5,3,0.25,58,4.833333333,12,76.2,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
584,2020-09-10,39,3.25,4,0.333333333,90,7.5,12,74.6,75,0,1,1,0,0,0,1,1,1,0,0,0,0,0,Blue Runner_Squid_Salmon
585,2020-09-12,9,1.8,2,0.4,17,3.4,5,74.8,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
586,2020-09-13,12,1.714285714,2,0.28571428600000004,20,2.857142857,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
587,2020-09-14,39,3.25,4,0.333333333,52,4.333333333,12,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
588,2020-09-17,44,3.666666667,10,0.833333333,79,6.583333333,12,75.4,75,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Blue Runner
589,2020-09-19,13,2.6,1,0.2,28,5.6,5,74.8,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
590,2020-09-20,17,2.4285714290000002,2,0.28571428600000004,38,5.428571429,7,75.4,75,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
591,2020-09-22,26,2.166666667,10,0.833333333,46,3.833333333,12,75.6,76,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
592,2020-09-24,44,3.666666667,7,0.583333333,98,8.166666667000001,12,75.6,76,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Blue Runner_Squid
593,2020-09-26,12,2.4,1,0.2,24,4.8,5,75.0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Herring
594,2020-09-27,33,4.714285714,3,0.428571429,75,10.71428571,7,75.6,76,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Mackerel
595,2020-09-29,38,3.166666667,4,0.333333333,61,5.083333333,12,75.4,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Saury
